"expr","time"
"fast14hypcol.not.pruned",3474791
"fast14hyprow.not.pruned",3453143
"fast14hyprow.pruned",1389490
"fast14hypcol.not.pruned",3442401
"fast14hyprow.pruned",1362389
"fast14hypcol.not.pruned",3772328
"fast14hypcol.pruned",1374648
"fast13.not.pruned",146096694
"fast14hypcol.not.pruned",3498161
"fast13.not.pruned",150222073
"fast14hypcol.not.pruned",3524442
"fast14hyprow.pruned",1383258
"fast14hyprow.pruned",1385103
"fast13.pruned",99843610
"fast14hypcol.not.pruned",3487583
"fast13.pruned",98350021
"fast14hypcol.not.pruned",3494512
"fast14hypcol.pruned",1384857
"fast14hyprow.not.pruned",3573929
"fast14hyprow.not.pruned",3585204
"fast13.not.pruned",150868848
"fast14hypcol.not.pruned",3505377
"fast13.not.pruned",150077097
"fast13.not.pruned",156879817
"fast14hyprow.pruned",1401257
"fast13.not.pruned",151055029
"fast13.not.pruned",150319038
"fast14hypcol.not.pruned",3487337
"fast13.not.pruned",152758948
"fast14hyprow.not.pruned",3528009
"fast14hyprow.not.pruned",3480695
"fast14hyprow.not.pruned",3469748
"fast13.not.pruned",149912687
"fast14hypcol.not.pruned",3497423
"fast14hyprow.not.pruned",3494840
"fast14hyprow.pruned",1504208
"fast13.pruned",96908871
"fast14hypcol.not.pruned",3534077
"fast13.pruned",100702724
"fast13.pruned",97328506
"fast14hyprow.pruned",1470506
"fast14hyprow.not.pruned",3553675
"fast14hyprow.not.pruned",7155197
"fast14hyprow.pruned",1463085
"fast14hyprow.not.pruned",3455070
"fast14hypcol.pruned",1367432
"fast14hypcol.not.pruned",3439326
"fast14hyprow.pruned",1363250
"fast14hyprow.pruned",1374566
"fast14hypcol.not.pruned",3444000
"fast13.pruned",97378198
"fast14hypcol.not.pruned",3504598
"fast14hypcol.pruned",1400806
"fast14hypcol.pruned",1376452
"fast14hyprow.not.pruned",3486763
"fast13.pruned",100724946
"fast14hypcol.not.pruned",3642399
"fast14hyprow.pruned",1410687
"fast13.pruned",100547375
"fast14hypcol.pruned",1521428
"fast13.not.pruned",151388154
"fast13.pruned",97141382
"fast14hyprow.not.pruned",3537070
"fast14hyprow.not.pruned",3519891
"fast14hyprow.not.pruned",6904359
"fast14hypcol.pruned",1409252
"fast14hyprow.pruned",1398797
"fast14hypcol.pruned",1395763
"fast14hyprow.pruned",1388752
"fast14hyprow.pruned",1394656
"fast14hyprow.pruned",1404209
"fast14hypcol.pruned",1383012
"fast13.pruned",97524035
"fast13.not.pruned",150832358
"fast14hypcol.pruned",1438198
"fast13.pruned",97489759
"fast14hypcol.not.pruned",3552486
"fast13.pruned",101107271
"fast13.not.pruned",150328386
"fast14hypcol.not.pruned",3556053
"fast14hyprow.pruned",1423479
"fast14hyprow.not.pruned",3528501
"fast14hypcol.pruned",1376206
"fast14hypcol.pruned",1369810
"fast13.pruned",96560781
"fast13.pruned",101092552
"fast13.pruned",96756392
"fast14hyprow.pruned",1427620
"fast13.not.pruned",151375731
"fast14hypcol.pruned",1608717
"fast13.not.pruned",163126823
"fast14hyprow.pruned",1516959
"fast13.not.pruned",155767077
"fast14hypcol.not.pruned",3514397
"fast14hypcol.pruned",1403143
"fast14hyprow.not.pruned",3492667
"fast13.pruned",97361511
"fast13.not.pruned",150253643
"fast14hyprow.not.pruned",3520219
"fast14hyprow.not.pruned",3486640
"fast14hypcol.not.pruned",3469830
"fast13.not.pruned",150027405
"fast14hypcol.pruned",1395517
"fast13.not.pruned",150198293
"fast13.pruned",96942409
"fast14hyprow.not.pruned",3516242
"fast14hypcol.not.pruned",3534856
"fast14hyprow.pruned",1373500
"fast13.not.pruned",150448926
"fast13.not.pruned",151094348
"fast14hypcol.not.pruned",3508698
"fast14hyprow.pruned",1427005
"fast14hypcol.not.pruned",3499391
"fast13.not.pruned",149290922
"fast14hyprow.pruned",1390310
"fast14hyprow.not.pruned",3470937
"fast14hyprow.not.pruned",3442565
"fast14hypcol.pruned",1370999
"fast14hypcol.pruned",1372885
"fast14hyprow.pruned",1360954
"fast13.not.pruned",148599252
"fast14hypcol.pruned",1406751
"fast14hypcol.pruned",1378707
"fast14hypcol.pruned",1399166
"fast13.pruned",100202729
"fast14hyprow.pruned",1434262
"fast14hypcol.pruned",1379035
"fast13.not.pruned",150384064
"fast14hypcol.not.pruned",3465484
"fast14hypcol.pruned",1378133
"fast14hyprow.pruned",1398223
"fast14hypcol.pruned",1414254
"fast14hyprow.pruned",1396911
"fast14hyprow.pruned",1379035
"fast14hyprow.pruned",1374648
"fast14hyprow.pruned",1376452
"fast13.pruned",96672260
"fast13.not.pruned",150733343
"fast13.not.pruned",150449049
"fast14hypcol.not.pruned",3502507
"fast14hypcol.not.pruned",3497054
"fast14hypcol.not.pruned",3505213
"fast14hypcol.not.pruned",3462245
"fast14hypcol.not.pruned",3471224
"fast14hypcol.not.pruned",3476923
"fast14hypcol.pruned",1385185
"fast13.pruned",96619493
"fast14hyprow.pruned",1408678
"fast13.pruned",99843446
"fast14hyprow.not.pruned",3479547
"fast13.not.pruned",150098499
"fast14hypcol.not.pruned",3665851
"fast14hypcol.not.pruned",3539940
"fast14hyprow.not.pruned",3560563
"fast14hypcol.not.pruned",3536414
"fast13.not.pruned",151181514
"fast13.pruned",96089814
"fast14hypcol.pruned",1460830
"fast14hypcol.not.pruned",3493200
"fast14hyprow.pruned",1378994
"fast13.not.pruned",149995179
"fast14hypcol.pruned",1409908
"fast13.not.pruned",152541976
"fast13.not.pruned",149967955
"fast14hypcol.not.pruned",3489592
"fast13.pruned",96443152
"fast14hyprow.not.pruned",3491929
"fast13.pruned",99936475
"fast14hypcol.not.pruned",3469871
"fast14hyprow.pruned",1382069
"fast14hyprow.not.pruned",3441007
"fast14hyprow.not.pruned",3465812
"fast13.not.pruned",147551005
"fast13.not.pruned",150175989
"fast14hypcol.pruned",1412286
"fast14hypcol.not.pruned",3487173
"fast14hypcol.pruned",1376985
"fast13.not.pruned",149769802
"fast13.not.pruned",150535969
"fast13.not.pruned",155602052
"fast14hypcol.pruned",1538402
"fast14hyprow.not.pruned",3689795
"fast14hypcol.pruned",1380019
"fast14hypcol.not.pruned",3522433
"fast14hyprow.pruned",1393631
"fast14hypcol.not.pruned",3460277
"fast13.pruned",96538313
"fast14hyprow.pruned",1414828
"fast14hypcol.not.pruned",3487870
"fast13.not.pruned",149910022
"fast14hypcol.not.pruned",3496562
"fast14hyprow.not.pruned",3458555
"fast14hyprow.not.pruned",3446132
"fast13.pruned",101133798
"fast14hypcol.not.pruned",3526492
"fast13.pruned",95993792
"fast14hyprow.pruned",1395230
"fast14hyprow.not.pruned",3456628
"fast14hypcol.pruned",1372024
"fast13.pruned",100586612
"fast13.pruned",96719410
"fast14hypcol.not.pruned",3494799
"fast14hyprow.not.pruned",3494799
"fast14hypcol.pruned",1387399
"fast14hypcol.not.pruned",3755149
"fast14hyprow.not.pruned",3547402
"fast14hyprow.not.pruned",3500170
"fast14hyprow.pruned",1391294
"fast13.not.pruned",149780134
"fast14hyprow.pruned",1393918
"fast14hyprow.pruned",1376042
"fast14hypcol.not.pruned",3485451
"fast13.pruned",100959671
"fast14hypcol.not.pruned",3462942
"fast14hypcol.not.pruned",3451913
"fast14hypcol.not.pruned",3435267
"fast14hyprow.pruned",1371737
"fast14hypcol.not.pruned",3450027
"fast13.not.pruned",145903010
"fast13.pruned",241560520
"fast13.not.pruned",154642488
"fast14hypcol.not.pruned",3497874
"fast14hyprow.pruned",1388219
"fast13.pruned",96710267
"fast13.not.pruned",149810597
"fast13.pruned",100732941
"fast14hypcol.pruned",1405357
