"expr","time"
"fast14hypcol.not.pruned",3742029
"fast13.pruned",111186752
"fast13.not.pruned",163458103
"fast14hypcol.not.pruned",3749696
"fast14hyprow.not.pruned",3770770
"fast13.not.pruned",163636207
"fast14hyprow.not.pruned",3764333
"fast14hyprow.pruned",1195683
"fast14hypcol.not.pruned",3723743
"fast14hypcol.not.pruned",3715461
"fast14hypcol.not.pruned",3691353
"fast13.not.pruned",159518659
"fast13.not.pruned",163740757
"fast13.not.pruned",162992835
"fast13.pruned",110385571
"fast14hypcol.pruned",1234674
"fast14hypcol.pruned",1247917
"fast13.pruned",107660916
"fast14hyprow.not.pruned",3769540
"fast13.pruned",210616180
"fast14hypcol.pruned",1622493
"fast14hypcol.not.pruned",9621060
"fast14hyprow.not.pruned",10352500
"fast14hyprow.not.pruned",5188837
"fast13.pruned",119617623
"fast13.not.pruned",161697645
"fast13.pruned",153982962
"fast13.pruned",111206883
"fast13.pruned",107517047
"fast14hyprow.pruned",1250049
"fast13.pruned",252651881
"fast13.not.pruned",162986685
"fast14hypcol.not.pruned",3733911
"fast14hypcol.pruned",1219176
"fast14hyprow.pruned",1220201
"fast14hypcol.not.pruned",3726490
"fast14hypcol.not.pruned",3767162
"fast14hyprow.not.pruned",3709229
"fast13.not.pruned",159039779
"fast14hypcol.pruned",1239922
"fast14hyprow.pruned",1260340
"fast14hypcol.pruned",1218438
"fast14hypcol.not.pruned",7126497
"fast14hypcol.not.pruned",3719889
"fast13.pruned",326632445
"fast13.pruned",120857750
"fast14hypcol.pruned",1364152
"fast14hyprow.pruned",1342012
"fast14hypcol.not.pruned",4102419
"fast14hypcol.pruned",1340003
"fast14hypcol.pruned",1328236
"fast14hyprow.not.pruned",3927718
"fast14hypcol.not.pruned",3936410
"fast14hyprow.not.pruned",3935836
"fast14hypcol.pruned",1433852
"fast14hyprow.pruned",1333607
"fast14hyprow.pruned",1298142
"fast14hyprow.pruned",1288179
"fast14hyprow.not.pruned",3837518
"fast14hypcol.pruned",1281004
"fast14hypcol.pruned",1274485
"fast13.not.pruned",196921237
"fast14hyprow.not.pruned",3729975
"fast14hypcol.pruned",1212411
"fast13.not.pruned",163633624
"fast14hypcol.not.pruned",3715748
"fast14hypcol.pruned",1206917
"fast13.pruned",106340347
"fast14hypcol.pruned",1304169
"fast14hypcol.pruned",1256281
"fast13.pruned",111278633
"fast14hyprow.not.pruned",3710705
"fast13.pruned",106226039
"fast14hyprow.not.pruned",3844611
"fast13.pruned",110382045
"fast14hyprow.pruned",1242423
"fast13.not.pruned",162983979
"fast14hypcol.not.pruned",3724071
"fast14hyprow.pruned",1225449
"fast13.not.pruned",162724490
"fast14hyprow.not.pruned",3731246
"fast14hyprow.not.pruned",3727597
"fast13.pruned",106417468
"fast14hypcol.not.pruned",3794058
"fast13.pruned",112444550
"fast13.not.pruned",163882371
"fast14hyprow.pruned",1251033
"fast14hyprow.pruned",1200890
"fast14hyprow.not.pruned",3750065
"fast13.pruned",108510436
"fast14hypcol.not.pruned",3848055
"fast14hyprow.pruned",1258372
"fast14hyprow.pruned",1248286
"fast13.pruned",112090843
"fast14hyprow.not.pruned",3768228
"fast14hyprow.pruned",1218315
"fast13.not.pruned",163458226
"fast14hypcol.pruned",1214256
"fast14hyprow.not.pruned",3646663
"fast14hyprow.not.pruned",3706810
"fast14hyprow.not.pruned",3678479
"fast13.not.pruned",163057820
"fast14hypcol.pruned",1244309
"fast13.not.pruned",199539784
"fast14hypcol.not.pruned",3832598
"fast14hyprow.pruned",1265629
"fast13.not.pruned",160791135
"fast13.not.pruned",164229764
"fast14hypcol.pruned",1329630
"fast14hypcol.not.pruned",4021731
"fast13.pruned",127131283
"fast14hypcol.pruned",1296215
"fast14hypcol.pruned",1228401
"fast14hyprow.pruned",1244104
"fast14hypcol.not.pruned",3761012
"fast14hypcol.pruned",1233157
"fast14hypcol.pruned",1245949
"fast13.not.pruned",163949939
"fast13.pruned",106754242
"fast13.not.pruned",163755640
"fast14hypcol.pruned",1257593
"fast13.not.pruned",164021074
"fast14hyprow.not.pruned",3818535
"fast14hypcol.not.pruned",3817223
"fast14hypcol.not.pruned",3785448
"fast14hypcol.not.pruned",3740799
"fast13.pruned",118232233
"fast14hypcol.not.pruned",3838871
"fast13.pruned",111348415
"fast13.pruned",113888119
"fast14hypcol.not.pruned",3754370
"fast14hypcol.pruned",1267966
"fast14hyprow.not.pruned",3722841
"fast14hyprow.pruned",1197282
"fast14hypcol.not.pruned",3725875
"fast13.not.pruned",163756296
"fast14hyprow.not.pruned",3743095
"fast13.pruned",110003205
"fast14hyprow.pruned",1252919
"fast13.pruned",113496077
"fast14hypcol.not.pruned",3799265
"fast14hypcol.pruned",1242382
"fast14hypcol.not.pruned",3780692
"fast14hyprow.pruned",1248737
"fast14hypcol.pruned",1229221
"fast14hyprow.pruned",1231066
"fast13.not.pruned",164484538
"fast14hyprow.pruned",1290270
"fast13.pruned",141142869
"fast14hypcol.not.pruned",8316153
"fast14hypcol.pruned",1389449
"fast13.pruned",127964362
"fast14hypcol.not.pruned",3984339
"fast14hyprow.not.pruned",3890736
"fast14hypcol.pruned",1241439
"fast14hyprow.not.pruned",3791680
"fast13.pruned",113713705
"fast14hyprow.not.pruned",3781881
"fast14hypcol.pruned",1226679
"fast14hyprow.not.pruned",3759249
"fast14hyprow.pruned",1229918
"fast13.not.pruned",165339511
"fast14hyprow.pruned",1263538
"fast14hypcol.pruned",1228319
"fast14hypcol.pruned",1237339
"fast13.pruned",125283905
"fast14hypcol.not.pruned",4548950
"fast13.not.pruned",196572163
"fast14hypcol.not.pruned",3841290
"fast13.not.pruned",165588217
"fast13.not.pruned",167631657
"fast13.not.pruned",167302673
"fast14hyprow.pruned",1253247
"fast13.pruned",106693193
"fast13.not.pruned",164084542
"fast14hyprow.not.pruned",3790655
"fast13.pruned",111753003
"fast13.not.pruned",165461691
"fast14hypcol.pruned",1234059
"fast13.pruned",108469149
"fast14hyprow.pruned",1265342
"fast13.pruned",112404821
"fast13.pruned",108740487
"fast14hyprow.pruned",1259110
"fast14hypcol.pruned",1239389
"fast13.not.pruned",166110557
"fast14hypcol.not.pruned",3892130
"fast14hyprow.not.pruned",3742152
"fast13.pruned",114789299
"fast14hyprow.pruned",1297117
"fast14hypcol.pruned",1266982
"fast14hypcol.pruned",1253903
"fast13.pruned",108973244
"fast14hypcol.not.pruned",3824603
"fast14hyprow.pruned",1370999
"fast13.not.pruned",165611177
"fast14hypcol.pruned",1246482
"fast13.not.pruned",165434139
"fast14hypcol.pruned",1234264
"fast14hypcol.pruned",1215650
"fast13.pruned",113781478
"fast14hypcol.not.pruned",3781594
"fast13.pruned",107273466
"fast13.not.pruned",165594121
"fast14hyprow.not.pruned",3865029
"fast14hyprow.not.pruned",3724768
"fast14hypcol.pruned",1221718
"fast14hypcol.not.pruned",3800823
"fast13.not.pruned",165190066
"fast13.not.pruned",166745155
"fast14hypcol.pruned",1242546
"fast13.pruned",108634912
"fast14hyprow.pruned",5314830
"fast14hypcol.not.pruned",3850720
"fast14hyprow.pruned",1253411
"fast14hypcol.pruned",1270549
"fast14hypcol.pruned",1251894
"fast14hypcol.pruned",1242177
"fast13.pruned",107873747
"fast14hyprow.pruned",1270795
"fast14hypcol.not.pruned",3779995
"fast13.pruned",113451141
"fast13.not.pruned",165477148
"fast14hypcol.not.pruned",3779052
"fast14hypcol.not.pruned",3798240
"fast14hyprow.not.pruned",3736371
"fast13.pruned",108658528
"fast14hypcol.not.pruned",3806768
"fast14hypcol.not.pruned",3744079
"fast13.pruned",112437867
"fast14hypcol.not.pruned",3741373
"fast13.not.pruned",167239082
"fast14hyprow.not.pruned",3827883
"fast13.not.pruned",166303995
"fast14hypcol.pruned",1229877
"fast13.not.pruned",163999754
"fast14hyprow.pruned",1247179
"fast14hypcol.not.pruned",3881306
"fast14hyprow.not.pruned",3777084
"fast14hypcol.pruned",1219791
"fast13.not.pruned",166970532
"fast14hyprow.not.pruned",3794304
"fast14hypcol.pruned",1235002
"fast14hypcol.pruned",1235002
"fast13.not.pruned",164548826
"fast14hypcol.not.pruned",3780692
"fast13.pruned",111434720
"fast13.pruned",106316198
"fast14hypcol.pruned",1237339
"fast14hypcol.not.pruned",3750598
"fast14hypcol.pruned",1220447
"fast13.pruned",111998306
"fast14hypcol.pruned",1372065
"fast13.not.pruned",170968770
"fast13.not.pruned",165774603
"fast14hypcol.pruned",1244637
"fast14hypcol.not.pruned",3731615
"fast13.pruned",107717455
"fast14hypcol.not.pruned",3753058
"fast14hypcol.pruned",1243612
"fast14hyprow.pruned",1227827
"fast14hyprow.pruned",1221226
"fast14hypcol.not.pruned",3755600
"fast13.not.pruned",196304966
"fast13.pruned",112482680
"fast13.pruned",108524130
"fast13.pruned",126949325
"fast13.pruned",111519508
"fast14hypcol.pruned",1286498
"fast14hyprow.not.pruned",8170357
"fast14hypcol.pruned",1235371
"fast13.pruned",107383633
"fast14hyprow.pruned",1317494
"fast14hypcol.pruned",1265383
"fast14hyprow.not.pruned",3754493
"fast13.not.pruned",164882115
"fast13.pruned",132012087
"fast13.not.pruned",162290792
"fast14hyprow.not.pruned",3787662
"fast14hypcol.not.pruned",3762365
"fast13.not.pruned",185563458
"fast13.pruned",113719199
"fast14hypcol.not.pruned",3797707
"fast14hypcol.not.pruned",3735305
"fast14hypcol.not.pruned",3751746
"fast14hypcol.pruned",1221718
"fast13.not.pruned",164822993
"fast14hyprow.pruned",1236847
"fast14hyprow.pruned",1204662
"fast14hyprow.not.pruned",3710131
"fast14hyprow.not.pruned",3719725
"fast13.not.pruned",216503124
"fast13.pruned",114935136
"fast13.not.pruned",168935457
"fast14hypcol.not.pruned",4033129
"fast14hyprow.not.pruned",3806194
"fast14hyprow.not.pruned",3849121
"fast14hyprow.pruned",1231025
"fast14hyprow.pruned",1205810
"fast14hyprow.not.pruned",3871384
"fast14hypcol.not.pruned",3792459
"fast14hypcol.not.pruned",3935877
"fast13.not.pruned",179143350
"fast14hypcol.not.pruned",3797256
"fast14hypcol.not.pruned",3742685
"fast14hyprow.pruned",1277437
"fast14hyprow.not.pruned",3788851
"fast13.pruned",112119174
"fast14hyprow.pruned",1238692
"fast14hypcol.not.pruned",3732148
"fast14hypcol.not.pruned",3778396
"fast13.pruned",108650082
"fast14hyprow.not.pruned",3770237
"fast14hyprow.not.pruned",3728130
"fast13.not.pruned",166048442
"fast14hyprow.not.pruned",3915418
"fast13.not.pruned",165312574
"fast14hypcol.pruned",1243284
"fast14hypcol.not.pruned",3763226
"fast14hyprow.not.pruned",3711648
"fast14hyprow.pruned",1205277
"fast14hyprow.not.pruned",3733419
"fast14hyprow.not.pruned",3747728
"fast14hyprow.not.pruned",3829851
"fast14hyprow.pruned",1207573
"fast14hypcol.pruned",1216019
"fast14hyprow.pruned",1219709
"fast14hypcol.pruned",1232911
"fast13.not.pruned",165706174
"fast14hypcol.pruned",1245785
"fast13.not.pruned",166245529
"fast14hyprow.not.pruned",3808900
"fast13.pruned",107802284
"fast14hyprow.pruned",1311139
"fast13.not.pruned",165353943
"fast14hyprow.pruned",1241357
"fast14hyprow.not.pruned",3776059
"fast14hypcol.not.pruned",3750024
"fast14hyprow.not.pruned",3759577
"fast14hyprow.pruned",1226228
"fast14hyprow.not.pruned",3754698
"fast14hypcol.pruned",1233772
"fast13.not.pruned",165853651
"fast14hyprow.pruned",1255789
"fast14hypcol.not.pruned",3753427
"fast14hypcol.pruned",1217126
"fast14hyprow.pruned",1225408
"fast14hyprow.pruned",1225941
"fast13.not.pruned",167345805
"fast13.pruned",112933721
"fast13.pruned",108158697
"fast13.pruned",112234835
"fast14hyprow.not.pruned",3775526
"fast14hyprow.pruned",1218069
"fast14hyprow.pruned",1215773
"fast14hyprow.pruned",1211632
"fast14hyprow.pruned",1248286
"fast14hyprow.not.pruned",3770565
"fast14hypcol.pruned",1221636
"fast13.not.pruned",165460256
"fast13.not.pruned",164665553
"fast13.pruned",188814840
"fast14hyprow.not.pruned",5538321
"fast13.not.pruned",201685232
"fast14hypcol.pruned",1360872
"fast13.pruned",120752339
"fast14hyprow.pruned",1509046
"fast13.not.pruned",244675372
"fast13.not.pruned",165451236
"fast13.not.pruned",166821948
"fast14hyprow.pruned",1257798
"fast14hyprow.not.pruned",3783972
"fast13.pruned",142788978
"fast13.not.pruned",216075535
"fast14hyprow.pruned",1305481
"fast13.pruned",113724406
"fast13.pruned",118363638
"fast14hypcol.pruned",1576573
"fast14hyprow.not.pruned",4112833
"fast14hyprow.not.pruned",3846907
"fast14hyprow.not.pruned",3798035
"fast14hypcol.not.pruned",3840839
"fast14hyprow.pruned",1486455
"fast14hypcol.not.pruned",3990899
"fast13.pruned",121170826
"fast14hyprow.not.pruned",3774829
"fast14hypcol.not.pruned",4685808
"fast14hypcol.pruned",1339552
"fast14hypcol.not.pruned",3880527
"fast14hypcol.not.pruned",3821118
"fast13.not.pruned",172818936
"fast14hyprow.not.pruned",3749040
"fast13.pruned",111726230
"fast13.not.pruned",252349629
"fast14hyprow.not.pruned",3834279
"fast14hyprow.pruned",1301217
"fast14hyprow.pruned",1218397
"fast13.not.pruned",166445527
"fast14hypcol.not.pruned",3770278
"fast14hyprow.not.pruned",3779216
"fast14hyprow.pruned",1222620
"fast14hypcol.pruned",1210648
"fast13.not.pruned",165876488
"fast14hyprow.not.pruned",3824316
"fast13.pruned",107159814
"fast13.not.pruned",164915571
"fast13.pruned",115420371
"fast13.pruned",109535190
"fast14hypcol.pruned",1251730
"fast14hypcol.pruned",1219955
"fast14hyprow.not.pruned",3848137
"fast13.pruned",126047899
"fast14hypcol.not.pruned",3921650
"fast13.pruned",115126032
"fast13.pruned",108460949
"fast14hypcol.pruned",1255256
"fast13.not.pruned",168562070
"fast14hyprow.not.pruned",3817305
"fast14hypcol.pruned",1233526
"fast14hyprow.not.pruned",3766383
"fast14hypcol.not.pruned",3771795
"fast14hyprow.pruned",1217905
"fast14hyprow.pruned",1215568
"fast14hyprow.pruned",1223604
"fast14hypcol.not.pruned",3776838
"fast14hyprow.not.pruned",3767244
"fast14hypcol.not.pruned",3836288
"fast14hyprow.not.pruned",3783931
"fast14hypcol.not.pruned",3820011
"fast14hyprow.not.pruned",3793074
"fast14hypcol.pruned",1245375
"fast13.not.pruned",168026241
"fast13.pruned",111982685
"fast13.not.pruned",163130349
"fast14hyprow.pruned",1240045
"fast13.pruned",112414005
"fast14hyprow.pruned",1276453
"fast14hypcol.pruned",1255584
"fast14hypcol.pruned",1241890
"fast13.not.pruned",164596099
"fast14hypcol.pruned",1250090
"fast14hypcol.not.pruned",3777986
"fast14hypcol.not.pruned",3895492
"fast14hyprow.not.pruned",4195817
"fast14hypcol.pruned",1534835
"fast14hyprow.not.pruned",4067815
"fast14hyprow.not.pruned",3960518
"fast13.not.pruned",165975421
"fast14hyprow.pruned",1236765
"fast14hypcol.pruned",1220447
"fast14hyprow.pruned",1208106
"fast14hypcol.not.pruned",3749860
"fast13.not.pruned",166308669
"fast13.not.pruned",165406218
"fast14hyprow.not.pruned",3755682
"fast14hyprow.not.pruned",3739159
"fast13.not.pruned",160814751
"fast14hypcol.not.pruned",3773066
"fast14hypcol.not.pruned",3743505
"fast14hyprow.pruned",1219053
"fast13.pruned",123169658
"fast14hyprow.pruned",1282029
"fast14hyprow.not.pruned",3798404
"fast14hyprow.pruned",1250295
"fast13.pruned",115661369
"fast13.not.pruned",165147959
"fast14hyprow.pruned",1234059
"fast13.not.pruned",159807586
"fast14hyprow.pruned",1234346
"fast14hyprow.pruned",1221472
"fast14hypcol.pruned",1223112
"fast13.pruned",113794844
"fast13.pruned",112953770
"fast13.not.pruned",161724541
"fast14hypcol.not.pruned",3802299
"fast14hypcol.pruned",1228319
"fast14hypcol.not.pruned",3767777
"fast13.pruned",113609401
"fast14hyprow.pruned",1240168
"fast14hypcol.pruned",1218807
"fast14hyprow.pruned",1215117
"fast13.pruned",111495810
"fast13.not.pruned",160655958
"fast14hyprow.not.pruned",7884546
"fast13.pruned",107292449
"fast14hyprow.pruned",1250500
"fast14hyprow.pruned",1234018
"fast13.not.pruned",167444656
"fast13.not.pruned",165696990
"fast14hypcol.pruned",1260504
"fast14hypcol.not.pruned",3760930
"fast13.not.pruned",164738451
"fast14hyprow.not.pruned",3748261
"fast14hyprow.pruned",1204908
"fast14hypcol.pruned",1222251
"fast13.pruned",107420000
"fast13.not.pruned",164775064
"fast13.not.pruned",164446121
"fast14hyprow.pruned",1238610
"fast13.not.pruned",164658009
"fast13.pruned",109445564
"fast13.pruned",112583458
